FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
GREENLEAF,2005,"Debris Burning",2.5,35.76805556,-118.4361111,CA
DANGEROUS,2005,Lightning,5,33.61833333,-108.9513889,NM
FRANCISCO,2005,Lightning,5,33.21888889,-108.0025,NM
DUMPSTER,2005,Miscellaneous,2.5,34.16805556,-117.7686111,CA
MARSHALL,2005,Smoking,2.5,34.15166667,-117.7436111,CA
"FISH CREEK",2005,Arson,2.5,46.99638889,-114.675,MT
MAGNOLIA,2005,"Debris Burning",5,39.81722222,-120.4511111,CA
"DIPPING VAT",2005,Campfire,2.5,33.92444444,-109.4152778,AZ
GRAYLING,2005,Campfire,2.5,33.87194444,-109.415,AZ
RESERVOIR,2005,Campfire,2.5,34.01222222,-109.4980556,AZ
SACATON,2005,Lightning,5,33.28416667,-108.6508333,NM
ROGERS,2005,Campfire,2.5,35.1525,-111.8016667,AZ
HYDRO,2005,Campfire,2.5,35.32388889,-111.5255556,AZ
"Y LAKE",2005,"Debris Burning",5,48.82305556,-114.9838889,MT
"ONE FIFTY",2005,"Equipment Use",2.5,32.82027778,-116.5897222,CA
MORRIS,2005,Arson,2.5,34.18638889,-117.8713889,CA
COLE,2005,Campfire,2.5,35.32388889,-111.5255556,AZ
HART,2005,Lightning,5,35.33,-111.7513889,AZ
ASH,2005,Miscellaneous,2.5,32.73472222,-116.6847222,CA
NINE,2005,Lightning,2.5,34.68694444,-119.1080556,CA
SHEEP,2005,Campfire,2.5,34.05833333,-109.5572222,AZ
LEGAL,2005,Campfire,2.5,35.35361111,-111.4930556,AZ
CHAMP,2005,Campfire,2.5,35.355,-111.5005556,AZ
"MAIN KEELER",2005,Campfire,2.5,48.34944444,-115.8938889,MT
RESERVATION,2005,Campfire,2.5,33.83388889,-109.4944444,AZ
GREENS,2005,Campfire,2.5,34.11083333,-109.5630556,AZ
HOBO,2005,Lightning,2.5,39.06666667,-119.8111111,NV
VISTA,2005,"Debris Burning",5,48.49722222,-115.9222222,MT
KEYSTONE,2005,Campfire,2.5,48.53888889,-115.9347222,MT
SCHOOLHOUSE,2005,Lightning,2.5,39.01972222,-119.8625,NV
"WILLOW CREEK",2005,Campfire,2.5,43.8125,-103.5930556,SD
TRUCK,2005,"Equipment Use",2.5,33.83388889,-109.4858333,AZ
"YAAK HILL",2005,Lightning,2.5,48.56083333,-115.9113889,MT
CORRAL,2005,Lightning,5,43.72666667,-102.7627778,SD
MAESTAS,2005,Lightning,2.5,36.81472222,-107.2166667,NM
CALAMITY,2005,Campfire,2.5,43.78888889,-103.5277778,SD
"KEELER RATTLE PIT",2005,Campfire,2.5,48.35555556,-115.8694444,MT
"LYNX CREEK FLATS",2005,Campfire,2.5,48.48222222,-115.8572222,MT
CHELSEA,2005,Lightning,2.5,34.33611111,-110.7330556,AZ
"IRON MOUNTAIN",2005,Lightning,2.5,43.85555556,-103.4166667,SD
"RATTLE GROUSE TURNOU",2005,Campfire,2.5,48.35138889,-115.89,MT
"SHANNON FLATS",2005,Miscellaneous,5,48.43333333,-115.8466667,MT
REDWATER,2005,Miscellaneous,2.5,29.18805556,-81.88861111,FL
"POWER LINE",2005,Miscellaneous,2.5,34.41916667,-81.57805556,SC
FRIDAY,2005,"Debris Burning",5,34.41805556,-81.50916667,SC
TERERRO,2005,Campfire,2.5,35.75777778,-105.6619444,NM
MORNING,2005,Campfire,2.5,35.67361111,-105.4555556,NM
DAVIS,2005,Campfire,2.5,35.77,-105.6619444,NM
"KOOTENAI VISTA",2005,"Debris Burning",5,48.49694444,-115.9186111,MT
HARTMAN,2005,Lightning,5,35.54361111,-105.5013889,NM
BISMARK,2005,Campfire,2.5,43.77444444,-103.5069444,SD
"EASTSIDE #2",2005,Campfire,2.5,48.53777778,-115.9347222,MT
WABASH,2005,Campfire,2.5,43.7575,-103.6888889,SD
HAMMER,2005,"Debris Burning",2.5,38.88916667,-105.41,CO
RIMROCK,2005,Miscellaneous,2.5,38.91111111,-105.4241667,CO
MULE,2005,Lightning,2.5,34.43583333,-110.9844444,AZ
"LUCKY STRIKE",2005,Lightning,2.5,43.59638889,-103.5686111,SD
"ASPEN CAMPGROUND",2005,Lightning,2.5,34.32305556,-110.9486111,AZ
SMITH,2005,Lightning,5,34.35361111,-110.7611111,AZ
CEAGO,2005,"Equipment Use",5,39.11222222,-122.8166667,CA
NEEDLES,2005,Lightning,2.5,43.81805556,-103.5894444,SD
SLASH,2005,"Equipment Use",2.5,40.42666667,-121.0494444,CA
"WHITE ELEPHANT",2005,Lightning,2.5,43.66333333,-103.5886111,SD
ROCK,2005,Lightning,2.5,35.98333333,-106.75,NM
SEVEN,2005,Lightning,2.5,35.94944444,-106.7155556,NM
ELLIOT,2005,"Equipment Use",2.5,43.82083333,-103.7477778,SD
PASTURE,2005,Campfire,5,36.43333333,-106.95,NM
SANTIAGO,2005,Lightning,2.5,36.01833333,-107.0211111,NM
LIMESTONE,2005,Lightning,5,43.77444444,-103.6672222,SD
AMERICAN,2005,Lightning,5,35.98611111,-106.7636111,NM
"NINE MILE",2005,Lightning,5,43.59916667,-103.7091667,SD
"BURN CANYON",2005,Campfire,2.5,35.98333333,-106.7833333,NM
"NORTH POLE",2005,Campfire,2.5,43.75194444,-103.7338889,SD
HORSETHIEF,2005,Lightning,2.5,38.79083333,-119.8597222,CA
"INGER FIRE #3",2005,Arson,2.5,47.55555556,-93.985,MN
"INGER FIRE #4",2005,Arson,2.5,47.55916667,-93.98666667,MN
"INGER FIRE #5",2005,Arson,2.5,47.56,-93.98805556,MN
"SPIDER LAKE FIRE",2005,"Debris Burning",2.5,47.50583333,-93.56694444,MN
"MATT ZIMMER ROAD",2005,Miscellaneous,2.5,47.61277778,-93.67916667,MN
"BOAT AXLE FIRE",2005,Miscellaneous,2.5,47.42472222,-94.00527778,MN
PHASE,2005,Campfire,2.5,35.29083333,-111.6688889,AZ
YELLOW,2005,Campfire,2.5,35.33361111,-111.5094444,AZ
"TRADER FIRE",2005,Arson,2.5,47.11777778,-94.50416667,MN
"LA JOYA",2005,Lightning,5,35.55138889,-105.765,NM
FISHER,2005,Lightning,2.5,35.56694444,-105.4455556,NM
TRAILER,2005,Miscellaneous,2.5,35.27388889,-111.5866667,AZ
"WILD HORSE",2005,Lightning,5,35.70111111,-105.8133333,NM
"MIDWAY FIRE",2005,"Debris Burning",2.5,47.1175,-94.51,MN
MACHO,2005,Lightning,5,35.72888889,-105.7611111,NM
STUMP,2005,Campfire,2.5,35.33277778,-111.5061111,AZ
INDEPENDANCE,2005,Miscellaneous,5,35.33861111,-111.5291667,AZ
"HILL TOP",2005,Campfire,2.5,35.335,-111.5041667,AZ
KIWI,2005,Lightning,2.5,35.6875,-105.7091667,NM
TANK,2005,Children,2.5,35.29166667,-111.625,AZ
"ANTON CHICO",2005,Lightning,2.5,35.29555556,-105.2286111,NM
"LONE PINE",2005,Lightning,2.5,35.81277778,-105.4988889,NM
ESCODIDO,2005,Lightning,5,35.52888889,-105.6383333,NM
SCHULTZ,2005,Children,2.5,35.29166667,-111.625,AZ
QUINTA,2005,Lightning,2.5,35.60194444,-105.525,NM
HOPKINS,2005,Lightning,5,43.61638889,-103.6555556,SD
SHEEP,2005,Lightning,2.5,44.155,-107.0241667,WY
"POISON CREEK",2005,Campfire,2.5,44.13555556,-107.4841667,WY
"CHILDS CREEK",2005,Lightning,2.5,44.04805556,-107.2794444,WY
BISHOP,2005,Lightning,2.5,35.74305556,-105.8836111,NM
"LIME KILN",2005,Lightning,5,43.59361111,-103.6225,SD
THOMPSON,2005,Lightning,2.5,35.67388889,-105.8311111,NM
"LEIGH CREEK",2005,Lightning,5,44.07583333,-107.3030556,WY
"HOLY LAND",2005,Lightning,2.5,43.84055556,-103.6263889,SD
"BATTLE AXE",2005,Lightning,2.5,44.83833333,-122.1116667,OR
SOLDIER,2005,"Equipment Use",2.5,44.35027778,-107.0125,WY
"DOYLE CREEK",2005,Campfire,2.5,44.06805556,-106.9711111,WY
"LICK CREEK",2005,Campfire,2.5,44.8275,-107.7066667,WY
"POLE CREEK",2005,Campfire,2.5,44.19694444,-106.9472222,WY
MONITOR,2005,Lightning,2.5,38.68,-119.6358333,CA
EASTFORK,2005,Lightning,2.5,38.61194444,-119.6783333,CA
CORNER,2005,Campfire,2.5,35.05583333,-111.7358333,AZ
BULL,2005,Campfire,5,35.25472222,-111.4433333,AZ
BOUNDARY,2005,Lightning,5,35.94944444,-106.7155556,NM
ROAD,2005,Lightning,2.5,35.97194444,-106.8077778,NM
LECHE,2005,Lightning,2.5,36.01666667,-106.9833333,NM
"LITTLE SPRINGS",2005,Lightning,2.5,38.76444444,-106.0002778,CO
SPAULDING,2005,Miscellaneous,2.5,40.65166667,-120.7766667,CA
"KINGS GULCH",2005,Lightning,2.5,38.49277778,-106.0427778,CO
"GROUSE CANYON",2005,Miscellaneous,5,38.72472222,-106.2683333,CO
"METHODIST MTN",2005,Miscellaneous,2.5,38.46861111,-106.0255556,CO
LANDING,2005,"Equipment Use",2.5,40.41666667,-121.05,CA
ISHI,2005,Miscellaneous,5,39.9875,-121.7863889,CA
BOWL,2005,Campfire,2.5,35.33972222,-111.5280556,AZ
JASPER,2005,Miscellaneous,2.5,35.54555556,-111.8027778,AZ
OJITOS,2005,Lightning,5,36.28416667,-106.6775,NM
FUERTES,2005,Campfire,2.5,36.19722222,-106.7663889,NM
CORDOVA,2005,Campfire,2.5,36.19722222,-106.7663889,NM
"O NEALL",2005,Miscellaneous,2.5,35.2625,-111.4625,AZ
LENNOX,2005,Lightning,2.5,35.34277778,-111.5755556,AZ
RAIL,2005,Lightning,2.5,35.18333333,-111.4708333,AZ
"TWENTY EIGHT",2005,Lightning,5,35.34583333,-111.55,AZ
"BASSAM PARK",2005,Lightning,2.5,38.75638889,-105.5597222,CO
BONNEVILLE,2005,Lightning,2.5,42.74694444,-112.1402778,ID
"FISH CREEK",2005,Campfire,2.5,38.93583333,-105.3330556,CO
ELEVENMILE,2005,Lightning,2.5,38.92,-105.4319444,CO
BUFFALO,2005,Lightning,2.5,38.9875,-106.0038889,CO
WILKERSON,2005,Lightning,2.5,39.03861111,-105.4741667,CO
JACK,2005,Lightning,2.5,35.31972222,-111.5913889,AZ
FENCE,2005,Lightning,2.5,35.34055556,-111.7477778,AZ
SCOUT,2005,Lightning,2.5,35.13305556,-111.9808333,AZ
TRICK,2005,Lightning,2.5,35.4625,-111.425,AZ
"WEST BANKS",2005,Arson,5,47.40888889,-94.07305556,MN
LAVA,2005,Lightning,2.5,35.45416667,-111.4333333,AZ
KELSEY,2005,Lightning,5,35.06833333,-111.9405556,AZ
SERGIO,2005,Miscellaneous,2.5,36.18277778,-106.6775,NM
"BIRDHOUSE FIRE",2005,"Debris Burning",2.5,47.07,-94.50472222,MN
"BEAR MINE",2005,Lightning,2.5,38.60222222,-119.7219444,CA
GERONIMO,2005,Lightning,2.5,35.06583333,-111.9491667,AZ
"MIDNIGHT  142",2005,Campfire,2.5,43.20111111,-121.2211111,OR
PIPELINE,2005,Lightning,5,35.25388889,-111.7736111,AZ
KACHINA,2005,Lightning,2.5,35.36055556,-111.6436111,AZ
NINE,2005,Miscellaneous,35,35.68805556,-118.4383333,CA
LONG,2005,Lightning,2.5,35.82722222,-118.2102778,CA
MACHINE,2005,Lightning,5,35.96555556,-118.3175,CA
"SIDE ROAD FIRE",2005,Arson,2.5,47.11388889,-94.50138889,MN
64,2005,Miscellaneous,5,43.52638889,-121.9461111,OR
"CORNER FIRE",2005,Arson,2.5,47.1125,-94.50277778,MN
BITTER,2005,Lightning,2.5,36.04472222,-118.1572222,CA
MARION,2005,Lightning,2.5,47.17305556,-114.5536111,MT
SEVENMILE,2005,Lightning,2.5,38.86694444,-106.1011111,CO
KAUFMAN,2005,Lightning,2.5,38.89777778,-105.9744444,CO
JACKASS,2005,Arson,2.5,39.57972222,-121.1252778,CA
"AGENCY BAY 1",2005,Arson,2.5,47.10916667,-94.50277778,MN
"AGENCY BAY 2",2005,Arson,2.5,47.1125,-94.50222222,MN
"JACK LAKE",2005,Arson,2.5,47.06333333,-94.44166667,MN
"KINGS PIT",2005,Campfire,2.5,39.06,-119.53,NV
"AGENCY BAY 3",2005,Campfire,2.5,47.10833333,-94.50388889,MN
PILE,2005,Miscellaneous,2.5,47.21138889,-94.20916667,MN
"TWIN LAKES",2005,"Debris Burning",2.5,47.03305556,-94.07,MN
JUNCTION,2005,Lightning,2.5,35.14361111,-111.8788889,AZ
SOW,2005,Lightning,5,35.46194444,-111.795,AZ
POND,2005,Miscellaneous,2.5,47.05222222,-94.24111111,MN
HORSE,2005,Lightning,2.5,35.10416667,-111.8625,AZ
76,2005,Campfire,2.5,36.20944444,-106.7875,NM
"001 STATE #1 VERNON",2005,Arson,5,30.95388889,-93.07166667,LA
PILE1,2005,Miscellaneous,2.5,36.21166667,-106.6775,NM
"002 TIMBER SALE",2005,Arson,5,31.44472222,-93.1225,LA
83,2005,Campfire,2.5,44.28416667,-121.6047222,OR
TROLL,2005,Miscellaneous,5,47.11333333,-94.54277778,MN
MEADOWS,2005,Lightning,2.5,34.78166667,-119.1483333,CA
"TRENCH FIRE",2005,"Debris Burning",2.5,47.05388889,-94.20027778,MN
LACKMAN,2005,"Debris Burning",5,47.06305556,-114.2752778,MT
TEXAS,2005,Miscellaneous,10,35.59583333,-100.0130556,OK
"SHEEP RIDGE",2005,Lightning,2.5,43.49222222,-115.3041667,ID
"FISH WFU",2005,Lightning,2.5,44.12666667,-110.9419444,WY
OAK,2005,Lightning,35,33.93361111,-111.3797222,AZ
APRIL,2005,Arson,5,35.11666667,-108.0361111,NM
HEBER,2005,Lightning,2.5,33.935,-111.3111111,AZ
SPRING,2005,Campfire,2.5,34.97444444,-107.9913889,NM
ALKALI,2005,Lightning,10,33.99555556,-111.2575,AZ
SPRINGS,2005,Lightning,5,36.01277778,-106.5852778,NM
GREENBACK,2005,Lightning,25,33.87111111,-111.0725,AZ
SALOME,2005,Lightning,25,33.8625,-111.1558333,AZ
SAL,2005,Lightning,2.5,33.86583333,-111.0711111,AZ
"TW0 BAR",2005,Lightning,35,33.55111111,-111.1066667,AZ
"GRAY CLIFF",2005,Lightning,2.5,41.25833333,-111.8497222,UT
RICH,2005,Miscellaneous,5,35.47638889,-118.7211111,CA
"ROAD 366",2005,"Equipment Use",2.5,42.58444444,-108.7602778,WY
ACTING,2005,"Equipment Use",2.5,42.58666667,-108.8502778,WY
CATTLE,2005,Children,2.5,34.22888889,-117.7683333,CA
OLD,2005,Campfire,5,35.64833333,-118.4566667,CA
KOA,2005,Miscellaneous,10,35.65222222,-118.3566667,CA
BURLANDO,2005,"Equipment Use",5,35.74722222,-118.4219444,CA
TUCKER,2005,Lightning,2.5,45.06777778,-119.3363889,OR
"HUNGRY GULCH",2005,Smoking,5,47.10277778,-94.63777778,MN
"SILO FIRE",2005,Arson,2.5,47.10222222,-94.57527778,MN
"MARINE ROAD",2005,Campfire,5,47.09583333,-94.54472222,MN
MCINTOSH,2005,Campfire,2.5,34.06194444,-107.2102778,NM
HORSE,2005,"Debris Burning",5,47.23611111,-94.20611111,MN
"CO-8 FIRE",2005,Arson,5,47.16166667,-94.18,MN
"003 CRUTCHES",2005,Miscellaneous,5,31.20277778,-92.66194444,LA
"004 STATE #2 VERNON",2005,Arson,10,30.92805556,-93.12805556,LA
"HWY 34",2005,"Debris Burning",5,47.06194444,-94.59833333,MN
GAS,2005,Campfire,2.5,44.66805556,-109.6783333,WY
AMOEBER,2005,Lightning,2.5,48.12111111,-91.14972222,MN
RIMER,2005,Miscellaneous,2.5,44.89722222,-109.7011111,WY
TOWER,2005,Lightning,2.5,36.03805556,-106.6772222,NM
"BAY BUCK",2005,Lightning,2.5,33.79888889,-107.5138889,NM
CORRAL,2005,Lightning,5,36.48333333,-106.95,NM
R/R,2005,Lightning,2.5,35.9,-106.8,NM
"CROW PEAK",2005,Lightning,2.5,44.51444444,-109.9405556,WY
LLAVES,2005,Lightning,2.5,36.39805556,-106.8447222,NM
MAYA,2005,Lightning,2.5,34.06861111,-107.1847222,NM
OR-MAF-004,2005,Miscellaneous,5,44.23666667,-118.8733333,OR
"PENAS NEGRAS",2005,Campfire,2.5,36,-106.7166667,NM
SCHOOLHOUSE,2005,Lightning,2.5,44.225,-109.5897222,WY
ARAGON,2005,Lightning,2.5,36.03333333,-106.9666667,NM
OR-MAF-044,2005,Miscellaneous,2.5,44.53138889,-118.4888889,OR
AMERICAN,2005,Lightning,2.5,36.86722222,-107.3086111,NM
DESOTO,2005,Lightning,2.5,36.66861111,-107.1972222,NM
MARCIAL,2005,Lightning,2.5,36.79944444,-107.2036111,NM
RED,2005,Lightning,10,33.71916667,-107.4916667,NM
MESTENAS,2005,Lightning,2.5,36.75777778,-107.2536111,NM
SIMPSON,2005,Lightning,2.5,33.87638889,-107.6219444,NM
PIGEON,2005,Lightning,2.5,33.77027778,-107.6052778,NM
"WEST NINEMILE",2005,"Debris Burning",5,47.03055556,-114.3880556,MT
CORKSCREW,2005,Miscellaneous,2.5,34.25361111,-107.4155556,NM
OR-MAF-007,2005,"Debris Burning",2.5,44.26666667,-119.0055556,OR
DAVENPORT,2005,Lightning,10,34.28333333,-107.9130556,NM
OR-MAF-017,2005,Lightning,2.5,44.285,-118.9188889,OR
OJO,2005,Lightning,2.5,35.45611111,-105.7797222,NM
OR-MAF-059,2005,Lightning,5,44.46388889,-118.5472222,OR
APACHE,2005,Lightning,5,33.70138889,-107.4180556,NM
OR-MAF-021,2005,Lightning,5,44.53472222,-118.6316667,OR
OR-MAF-074,2005,Lightning,5,44.31305556,-118.7911111,OR
OR-MAF-075,2005,Lightning,5,44.3075,-118.7475,OR
"EAST SIDE #3",2005,Smoking,2.5,48.56388889,-115.9413889,MT
OR-MAF-024,2005,Lightning,2.5,44.73694444,-118.8733333,OR
OR-MAF-092,2005,Lightning,2.5,44.33111111,-118.6961111,OR
OR-MAF-025,2005,Lightning,5,44.34833333,-119.3097222,OR
OR-MAF-028,2005,Miscellaneous,2.5,44.26472222,-118.8902778,OR
OR-MAF-108,2005,Lightning,2.5,44.13722222,-118.5119444,OR
OR-MAF-029,2005,Miscellaneous,5,44.70833333,-118.8083333,OR
OR-MAF-031,2005,Campfire,2.5,44.09527778,-119.2308333,OR
"GOBBLER POINT",2005,Lightning,5,33.63138889,-109.4522222,AZ
"CUTTY SARK",2005,Lightning,5,44.07888889,-103.6113889,SD
"EASY MONEY",2005,Lightning,2.5,45.06027778,-119.3625,OR
PINNACLES,2005,Campfire,2.5,43.75305556,-109.9961111,WY
"EAGLE CREEK",2005,Lightning,2.5,38.58333333,-119.83,CA
"DITCH CREEK",2005,Lightning,2.5,45.04055556,-119.3608333,OR
CLOUD,2005,"Equipment Use",10,44.45861111,-109.7413889,WY
WATERTON,2005,Lightning,10,39.43916667,-105.1180556,CO
MOSQUITO,2005,Lightning,2.5,44.82583333,-109.4588889,WY
DIAMOND,2005,Lightning,2.5,43.67722222,-109.4438889,WY
"SEVEN HILLS",2005,Lightning,2.5,44.08055556,-103.7644444,SD
"DARK CANYON",2005,Lightning,2.5,44.03638889,-103.3802778,SD
WILDERNESS,2005,Lightning,2.5,33.59444444,-109.4413889,AZ
"STRAYHORSE 2",2005,Lightning,2.5,33.45027778,-109.3266667,AZ
HAGEN,2005,Lightning,2.5,33.61166667,-109.3683333,AZ
92,2005,Campfire,2.5,44.40555556,-120.4997222,OR
114,2005,Campfire,5,44.26055556,-121.5005556,OR
122,2005,Campfire,2.5,44.41388889,-120.5083333,OR
DUTCHMAN,2005,Campfire,2.5,44.01361111,-103.7630556,SD
SUPRISE,2005,Campfire,2.5,38.30888889,-119.5427778,CA
152,2005,Lightning,2.5,43.59055556,-121.5866667,OR
153,2005,Miscellaneous,2.5,43.74222222,-121.5997222,OR
157,2005,Lightning,2.5,43.37666667,-121.9872222,OR
158,2005,Lightning,2.5,43.79277778,-121.72,OR
160,2005,Lightning,5,44.45333333,-120.4444444,OR
163,2005,Lightning,2.5,43.99194444,-121.4261111,OR
171,2005,Lightning,2.5,43.80861111,-121.5197222,OR
175,2005,Lightning,2.5,44.0625,-120.4480556,OR
179,2005,Lightning,5,44.13444444,-121.4416667,OR
"JACKSON CREEK 2",2005,Lightning,2.5,39.29472222,-105.0561111,CO
180,2005,Campfire,2.5,43.76972222,-121.7891667,OR
MOONSHINE,2005,Lightning,2.5,45.55611111,-118.1191667,OR
181,2005,Lightning,5,43.95472222,-121.3572222,OR
194,2005,Miscellaneous,5,44.23111111,-121.5308333,OR
JACKSON,2005,Lightning,2.5,38.30444444,-119.2638889,CA
COLT,2005,Lightning,2.5,45.59111111,-118.0822222,OR
COAL,2005,Campfire,2.5,45.82972222,-117.9638889,OR
MEDDLER,2005,Lightning,2.5,33.66388889,-110.9286111,AZ
199,2005,Campfire,2.5,44.16583333,-121.6136111,OR
AURORA,2005,Lightning,2.5,38.25194444,-119.1244444,CA
HIDDEN,2005,Lightning,2.5,39.51388889,-105.4855556,CO
204,2005,Miscellaneous,2.5,43.89722222,-121.7716667,OR
225,2005,Lightning,2.5,44.16055556,-121.6705556,OR
244,2005,Campfire,2.5,44.03222222,-121.4322222,OR
251,2005,Lightning,2.5,43.62555556,-121.7330556,OR
LOG,2005,Lightning,2.5,38.24611111,-119.3313889,CA
"PINE POINT",2005,Miscellaneous,2.5,45.0925,-121.7525,OR
DITCH,2005,"Equipment Use",2.5,38.21305556,-119.3102778,CA
SILVER,2005,Lightning,5,33.38555556,-108.6525,NM
PETERS,2005,Lightning,2.5,36.95333333,-107.3577778,NM
BOARD,2005,Arson,2.5,33.22333333,-108.7369444,NM
HAWKEYE,2005,"Debris Burning",5,33.09888889,-79.77083333,SC
PERFECT,2005,Lightning,2.5,35.32222222,-111.5102778,AZ
BOUNDARY,2005,Campfire,5,33.7375,-109.4941667,AZ
256,2005,Lightning,2.5,44.22361111,-119.5633333,OR
258,2005,Lightning,2.5,44.20222222,-121.3880556,OR
264,2005,Smoking,2.5,44.23361111,-119.7355556,OR
265,2005,Campfire,2.5,43.97083333,-121.2738889,OR
287,2005,Campfire,2.5,44.3,-121.6333333,OR
280,2005,Campfire,2.5,44.02055556,-121.4616667,OR
SWAN,2005,"Debris Burning",5,48.365,-115.3983333,MT
282,2005,Campfire,2.5,43.95361111,-121.2163889,OR
BAKER,2005,"Debris Burning",5,32.94444444,-79.67972222,SC
306,2005,Campfire,2.5,44.01972222,-121.4577778,OR
308,2005,Campfire,2.5,44.00222222,-121.3747222,OR
312,2005,Campfire,2.5,44.58333333,-121.4505556,OR
"BLUE LAKES",2005,Miscellaneous,2.5,38.74805556,-119.9394444,CA
318,2005,Children,5,43.83138889,-121.4275,OR
SNAKE,2005,Lightning,2.5,44.16055556,-111.3236111,ID
88B,2005,Campfire,2.5,33.89166667,-109.2555556,AZ
323,2005,Campfire,2.5,44.02833333,-121.4180556,OR
DOT,2005,Lightning,5,33.72222222,-109.3397222,AZ
WALKER,2005,Lightning,10,35.6575,-118.0455556,CA
332,2005,Campfire,2.5,44.45416667,-121.6875,OR
HOBBS,2005,Lightning,2.5,44.295,-111.4122222,ID
339,2005,Campfire,2.5,44.25916667,-121.5208333,OR
343,2005,Smoking,2.5,44.49888889,-121.5794444,OR
344,2005,Miscellaneous,2.5,44.39805556,-121.6622222,OR
353,2005,Campfire,2.5,44.27166667,-121.5563889,OR
355,2005,Smoking,5,44.40638889,-120.5516667,OR
363,2005,Smoking,2.5,43.91277778,-121.7522222,OR
"MESA CAMINO",2005,Miscellaneous,25,36.22361111,-106.4605556,NM
"SWEDE GULCH",2005,Campfire,2.5,48.3675,-115.4908333,MT
"PHILLIPS CREEK",2005,"Debris Burning",2.5,48.9225,-115.0508333,MT
LAMPKIN,2005,Lightning,15,45.74472222,-104.18,MT
"005 BOX",2005,Campfire,25,31.24027778,-92.61305556,LA
MICHELIN,2005,Lightning,2.5,35.27916667,-111.7125,AZ
MANKEY,2005,Lightning,2.5,35.29888889,-111.4847222,AZ
LOU,2005,Lightning,2.5,35.32777778,-111.6194444,AZ
371,2005,Smoking,2.5,44.05166667,-121.4105556,OR
"GROUND HOG",2005,"Debris Burning",5,48.62333333,-115.9,MT
"MARL LAKE",2005,"Debris Burning",5,48.72194444,-114.9572222,MT
"RACE TRACK #22",2005,Campfire,2.5,48.40861111,-115.5583333,MT
"SAWMILL GULCH",2005,Lightning,35,45.30833333,-106.3583333,MT
"RACE TRACK #21",2005,Campfire,2.5,48.40777778,-115.5583333,MT
"SHELDON FLATS",2005,Campfire,2.5,48.41666667,-115.5505556,MT
"PIPE FLATS #4",2005,Campfire,2.5,48.41666667,-115.5461111,MT
373,2005,Miscellaneous,5,43.66861111,-121.0555556,OR
"JIM CREEK",2005,"Debris Burning",5,48.60722222,-114.8988889,MT
"SPRUCE BOTTOM",2005,"Debris Burning",10,48.74583333,-114.905,MT
LUPINE,2005,Lightning,5,35.31,-111.5858333,AZ
SLASH,2005,"Debris Burning",2.5,48.62333333,-114.9,MT
"BARREN FLATS",2005,Campfire,2.5,48.51666667,-115.2916667,MT
"FLOWER POWER",2005,Campfire,2.5,48.34666667,-115.5716667,MT
"PIPE FLATS",2005,Campfire,2.5,48.41666667,-115.5466667,MT
"SHELDON GATE",2005,Campfire,2.5,48.46166667,-115.525,MT
394,2005,Lightning,5,44.39972222,-120.5219444,OR
"RACE TRACK #1",2005,Campfire,2.5,48.40833333,-115.5583333,MT
"RACE TRACK #2",2005,Campfire,2.5,48.40833333,-115.5583333,MT
"RACE TRACK #6",2005,Campfire,2.5,48.40777778,-115.5577778,MT
"RACE TRACK #14",2005,Campfire,2.5,48.40805556,-115.5586111,MT
"RACE TRACK #15",2005,Campfire,2.5,48.40833333,-115.5583333,MT
"CRYSTAL LAKE",2005,Miscellaneous,5,48.77333333,-114.9030556,MT
"4 MILE",2005,Miscellaneous,2.5,48.6625,-114.9611111,MT
TIRE,2005,"Equipment Use",2.5,48.50472222,-115.9241667,MT
"RACE TRACK #17",2005,Campfire,2.5,48.40805556,-115.5583333,MT
"WINDY PASS",2005,Lightning,2.5,48.72444444,-115.9894444,MT
388,2005,Miscellaneous,5,43.69805556,-121.4508333,OR
"YOUNG CREEK",2005,Campfire,2.5,48.96388889,-115.19,MT
"ANGEL ISLAND",2005,"Debris Burning",2.5,48.255,-115.8525,MT
"CAMP 32",2005,Miscellaneous,25,48.83416667,-115.185,MT
"GRANITE CREEK",2005,Arson,5,48.30277778,-115.5983333,MT
"GIBRALTAR RIDGE",2005,Lightning,10,48.84611111,-114.8594444,MT
"SAND HILL",2005,Campfire,2.5,48.95083333,-115.1936111,MT
HORNET,2005,"Equipment Use",5,48.33861111,-115.1272222,MT
HOSKINS,2005,Lightning,2.5,48.895,-115.615,MT
THUNDER,2005,Lightning,5,48.82194444,-116.0194444,MT
GARVER,2005,Lightning,2.5,48.92527778,-115.8025,MT
"BEETLE JUICE",2005,Lightning,2.5,48.91277778,-115.8602778,MT
"DOWN CREEK",2005,Lightning,2.5,48.58222222,-115.9919444,MT
"MILLER CREEK",2005,Lightning,2.5,48.09555556,-115.4736111,MT
KLATAWA,2005,Lightning,5,48.28722222,-115.7075,MT
GET-R-DUNN,2005,Lightning,2.5,48.40416667,-115.2647222,MT
BRISTOW,2005,Lightning,2.5,48.57194444,-115.3227778,MT
BARRON,2005,Lightning,5,48.52638889,-115.2858333,MT
"5 MILE",2005,Lightning,2.5,48.52888889,-115.1666667,MT
SUBSTATION,2005,Children,2.5,48.60111111,-115.9955556,MT
BRUSHY,2005,Lightning,2.5,48.19416667,-115.9797222,MT
398,2005,Lightning,2.5,44.38111111,-120.5652778,OR
